"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","28/1430","103/18842",0.271844660194175,3.58188607508996,7.5297082005178,1.69418895888968e-09,1.45851517335842e-07,1.45851517335842e-07,"ENSG00000175063/ENSG00000166851/ENSG00000071539/ENSG00000089685/ENSG00000156970/ENSG00000164109/ENSG00000117724/ENSG00000169679/ENSG00000143228/ENSG00000122952/ENSG00000137812/ENSG00000177602/ENSG00000134057/ENSG00000138778/ENSG00000152253/ENSG00000161888/ENSG00000134690/ENSG00000117399/ENSG00000165480/ENSG00000126787/ENSG00000181085/ENSG00000121101/ENSG00000154839/ENSG00000094804/ENSG00000178999/ENSG00000135476/ENSG00000080986/ENSG00000112742",28
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","28/1430","104/18842",0.269230769230769,3.54744486282948,7.46544172081569,2.15233201342871e-09,1.82041976083155e-07,1.82041976083155e-07,"ENSG00000175063/ENSG00000166851/ENSG00000071539/ENSG00000089685/ENSG00000156970/ENSG00000164109/ENSG00000117724/ENSG00000169679/ENSG00000143228/ENSG00000013810/ENSG00000122952/ENSG00000137812/ENSG00000177602/ENSG00000134057/ENSG00000138778/ENSG00000152253/ENSG00000161888/ENSG00000134690/ENSG00000117399/ENSG00000165480/ENSG00000126787/ENSG00000121101/ENSG00000154839/ENSG00000094804/ENSG00000178999/ENSG00000135476/ENSG00000080986/ENSG00000112742",28
"GO:0010948","GO:0010948","negative regulation of cell cycle process","55/1430","309/18842",0.177993527508091,2.34528254916604,6.83306496438851,2.29486687690409e-09,1.90750917475079e-07,1.90750917475079e-07,"ENSG00000139618/ENSG00000185499/ENSG00000166851/ENSG00000071539/ENSG00000089685/ENSG00000129173/ENSG00000167513/ENSG00000159147/ENSG00000156970/ENSG00000164109/ENSG00000165891/ENSG00000144554/ENSG00000111602/ENSG00000117724/ENSG00000169679/ENSG00000143228/ENSG00000122952/ENSG00000137812/ENSG00000177602/ENSG00000122641/ENSG00000137090/ENSG00000170312/ENSG00000197299/ENSG00000143452/ENSG00000136492/ENSG00000134057/ENSG00000138346/ENSG00000156509/ENSG00000152253/ENSG00000161888/ENSG00000134690/ENSG00000117399/ENSG00000140534/ENSG00000085840/ENSG00000154920/ENSG00000165480/ENSG00000092853/ENSG00000101412/ENSG00000097046/ENSG00000143476/ENSG00000149554/ENSG00000121101/ENSG00000154839/ENSG00000051180/ENSG00000093009/ENSG00000094804/ENSG00000162063/ENSG00000188486/ENSG00000178999/ENSG00000135476/ENSG00000181449/ENSG00000080986/ENSG00000117650/ENSG00000127564/ENSG00000112742",55
"GO:0045787","GO:0045787","positive regulation of cell cycle","55/1430","312/18842",0.176282051282051,2.32273175542406,6.7516050850104,3.28668222328852e-09,2.68560932177525e-07,2.68560932177525e-07,"ENSG00000175063/ENSG00000164045/ENSG00000166851/ENSG00000182631/ENSG00000158402/ENSG00000089685/ENSG00000129173/ENSG00000164109/ENSG00000165891/ENSG00000142731/ENSG00000161800/ENSG00000146857/ENSG00000123473/ENSG00000169679/ENSG00000138795/ENSG00000137807/ENSG00000137812/ENSG00000168496/ENSG00000129514/ENSG00000164362/ENSG00000101213/ENSG00000076382/ENSG00000111247/ENSG00000137090/ENSG00000170312/ENSG00000134057/ENSG00000160683/ENSG00000118193/ENSG00000134690/ENSG00000117399/ENSG00000147381/ENSG00000175305/ENSG00000171848/ENSG00000164532/ENSG00000108576/ENSG00000087586/ENSG00000165480/ENSG00000126787/ENSG00000097046/ENSG00000143476/ENSG00000101447/ENSG00000181085/ENSG00000149554/ENSG00000154839/ENSG00000122966/ENSG00000105173/ENSG00000109805/ENSG00000094804/ENSG00000114346/ENSG00000121152/ENSG00000178999/ENSG00000135476/ENSG00000106462/ENSG00000080986/ENSG00000162009",55
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition","27/1430","100/18842",0.27,3.55758041958042,7.34880960818125,3.88043412957407e-09,3.11792882311276e-07,3.11792882311276e-07,"ENSG00000175063/ENSG00000166851/ENSG00000071539/ENSG00000089685/ENSG00000156970/ENSG00000164109/ENSG00000117724/ENSG00000169679/ENSG00000143228/ENSG00000122952/ENSG00000137812/ENSG00000177602/ENSG00000134057/ENSG00000138778/ENSG00000152253/ENSG00000161888/ENSG00000134690/ENSG00000117399/ENSG00000165480/ENSG00000126787/ENSG00000121101/ENSG00000154839/ENSG00000094804/ENSG00000178999/ENSG00000135476/ENSG00000080986/ENSG00000112742",27
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","49/1430","269/18842",0.182156133828996,2.40012998154262,6.6282538131391,7.8519760856942e-09,6.20563552608717e-07,6.20563552608717e-07,"ENSG00000139618/ENSG00000185499/ENSG00000166851/ENSG00000071539/ENSG00000089685/ENSG00000167513/ENSG00000159147/ENSG00000156970/ENSG00000164109/ENSG00000165891/ENSG00000144554/ENSG00000111602/ENSG00000117724/ENSG00000169679/ENSG00000143228/ENSG00000122952/ENSG00000137812/ENSG00000177602/ENSG00000122641/ENSG00000170312/ENSG00000197299/ENSG00000143452/ENSG00000136492/ENSG00000134057/ENSG00000138346/ENSG00000152253/ENSG00000161888/ENSG00000134690/ENSG00000117399/ENSG00000140534/ENSG00000085840/ENSG00000154920/ENSG00000165480/ENSG00000092853/ENSG00000101412/ENSG00000097046/ENSG00000143476/ENSG00000149554/ENSG00000121101/ENSG00000154839/ENSG00000051180/ENSG00000093009/ENSG00000094804/ENSG00000188486/ENSG00000178999/ENSG00000181449/ENSG00000080986/ENSG00000127564/ENSG00000112742",49
"GO:0043062","GO:0043062","extracellular structure organization","50/1430","279/18842",0.17921146953405,2.36133042584656,6.56503785619154,9.6824868733877e-09,7.52891438977453e-07,7.52891438977453e-07,"ENSG00000275896/ENSG00000151651/ENSG00000171502/ENSG00000168743/ENSG00000164692/ENSG00000130055/ENSG00000160867/ENSG00000139219/ENSG00000147485/ENSG00000262406/ENSG00000149968/ENSG00000169436/ENSG00000029559/ENSG00000060718/ENSG00000133110/ENSG00000132031/ENSG00000011422/ENSG00000137745/ENSG00000100985/ENSG00000260428/ENSG00000105707/ENSG00000161270/ENSG00000099953/ENSG00000196611/ENSG00000141696/ENSG00000078098/ENSG00000108821/ENSG00000123500/ENSG00000167749/ENSG00000137573/ENSG00000187045/ENSG00000204262/ENSG00000111799/ENSG00000197859/ENSG00000138316/ENSG00000145808/ENSG00000184937/ENSG00000121101/ENSG00000204983/ENSG00000172752/ENSG00000130635/ENSG00000166670/ENSG00000157613/ENSG00000135744/ENSG00000159753/ENSG00000152592/ENSG00000095587/ENSG00000173157/ENSG00000092758/ENSG00000105290",50
"GO:0061982","GO:0061982","meiosis I cell cycle process","30/1430","125/18842",0.24,3.16229370629371,6.95099914094755,1.10413747321918e-08,8.44928056887252e-07,8.44928056887252e-07,"ENSG00000085999/ENSG00000139618/ENSG00000185697/ENSG00000164045/ENSG00000071539/ENSG00000158402/ENSG00000131747/ENSG00000129810/ENSG00000121211/ENSG00000213005/ENSG00000144554/ENSG00000122952/ENSG00000169689/ENSG00000182459/ENSG00000137812/ENSG00000111247/ENSG00000141696/ENSG00000143452/ENSG00000136492/ENSG00000196074/ENSG00000117399/ENSG00000137948/ENSG00000154920/ENSG00000217442/ENSG00000197275/ENSG00000181085/ENSG00000051180/ENSG00000164611/ENSG00000080986/ENSG00000127564",30
"GO:0034502","GO:0034502","protein localization to chromosome","28/1430","112/18842",0.25,3.29405594405594,6.97814181969471,1.29581498749803e-08,9.76113133551253e-07,9.76113133551253e-07,"ENSG00000278637/ENSG00000276043/ENSG00000166851/ENSG00000158406/ENSG00000124635/ENSG00000270882/ENSG00000197238/ENSG00000197061/ENSG00000138795/ENSG00000137812/ENSG00000177602/ENSG00000170312/ENSG00000276180/ENSG00000270276/ENSG00000273542/ENSG00000115163/ENSG00000091831/ENSG00000278705/ENSG00000277157/ENSG00000160949/ENSG00000276966/ENSG00000277075/ENSG00000188486/ENSG00000178999/ENSG00000197837/ENSG00000274618/ENSG00000278463/ENSG00000112742",28
"GO:0045786","GO:0045786","negative regulation of cell cycle","61/1430","382/18842",0.159685863874346,2.10405667630799,6.24745110257363,2.26147237449317e-08,1.67731666422024e-06,1.67731666422024e-06,"ENSG00000139618/ENSG00000185499/ENSG00000166851/ENSG00000071539/ENSG00000162670/ENSG00000089685/ENSG00000129173/ENSG00000167513/ENSG00000159147/ENSG00000156970/ENSG00000164109/ENSG00000165891/ENSG00000185290/ENSG00000144554/ENSG00000111602/ENSG00000117724/ENSG00000169679/ENSG00000143228/ENSG00000122952/ENSG00000137812/ENSG00000147889/ENSG00000177602/ENSG00000122641/ENSG00000137090/ENSG00000170312/ENSG00000197299/ENSG00000143452/ENSG00000123999/ENSG00000136492/ENSG00000134057/ENSG00000138346/ENSG00000156509/ENSG00000152253/ENSG00000161888/ENSG00000134690/ENSG00000117399/ENSG00000140534/ENSG00000085840/ENSG00000109062/ENSG00000154920/ENSG00000165480/ENSG00000092853/ENSG00000101412/ENSG00000097046/ENSG00000143476/ENSG00000149554/ENSG00000121101/ENSG00000154839/ENSG00000051180/ENSG00000093009/ENSG00000094804/ENSG00000162063/ENSG00000188486/ENSG00000178999/ENSG00000135476/ENSG00000181449/ENSG00000080986/ENSG00000117650/ENSG00000107485/ENSG00000127564/ENSG00000112742",61
"GO:0030198","GO:0030198","extracellular matrix organization","49/1430","278/18842",0.176258992805755,2.32242793178045,6.36581914497001,2.35879197543216e-08,1.72299032023613e-06,1.72299032023613e-06,"ENSG00000275896/ENSG00000151651/ENSG00000171502/ENSG00000168743/ENSG00000164692/ENSG00000130055/ENSG00000160867/ENSG00000139219/ENSG00000147485/ENSG00000262406/ENSG00000149968/ENSG00000169436/ENSG00000029559/ENSG00000060718/ENSG00000133110/ENSG00000132031/ENSG00000011422/ENSG00000137745/ENSG00000100985/ENSG00000260428/ENSG00000105707/ENSG00000161270/ENSG00000099953/ENSG00000196611/ENSG00000141696/ENSG00000078098/ENSG00000108821/ENSG00000123500/ENSG00000167749/ENSG00000137573/ENSG00000187045/ENSG00000204262/ENSG00000111799/ENSG00000197859/ENSG00000138316/ENSG00000145808/ENSG00000184937/ENSG00000204983/ENSG00000172752/ENSG00000130635/ENSG00000166670/ENSG00000157613/ENSG00000135744/ENSG00000159753/ENSG00000152592/ENSG00000095587/ENSG00000173157/ENSG00000092758/ENSG00000105290",49
"GO:0045229","GO:0045229","external encapsulating structure organization","49/1430","280/18842",0.175,2.30583916083916,6.3088758955575,2.98622305661616e-08,2.14874348596217e-06,2.14874348596217e-06,"ENSG00000275896/ENSG00000151651/ENSG00000171502/ENSG00000168743/ENSG00000164692/ENSG00000130055/ENSG00000160867/ENSG00000139219/ENSG00000147485/ENSG00000262406/ENSG00000149968/ENSG00000169436/ENSG00000029559/ENSG00000060718/ENSG00000133110/ENSG00000132031/ENSG00000011422/ENSG00000137745/ENSG00000100985/ENSG00000260428/ENSG00000105707/ENSG00000161270/ENSG00000099953/ENSG00000196611/ENSG00000141696/ENSG00000078098/ENSG00000108821/ENSG00000123500/ENSG00000167749/ENSG00000137573/ENSG00000187045/ENSG00000204262/ENSG00000111799/ENSG00000197859/ENSG00000138316/ENSG00000145808/ENSG00000184937/ENSG00000204983/ENSG00000172752/ENSG00000130635/ENSG00000166670/ENSG00000157613/ENSG00000135744/ENSG00000159753/ENSG00000152592/ENSG00000095587/ENSG00000173157/ENSG00000092758/ENSG00000105290",49
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","69/1430","459/18842",0.150326797385621,1.98073952191599,6.09603554062916,3.3278557694115e-08,2.35935186240189e-06,2.35935186240189e-06,"ENSG00000175063/ENSG00000139618/ENSG00000164045/ENSG00000185499/ENSG00000166851/ENSG00000071539/ENSG00000158402/ENSG00000089685/ENSG00000167513/ENSG00000159147/ENSG00000156970/ENSG00000164109/ENSG00000165891/ENSG00000144554/ENSG00000111602/ENSG00000123473/ENSG00000117724/ENSG00000169679/ENSG00000143228/ENSG00000122952/ENSG00000137812/ENSG00000147889/ENSG00000164362/ENSG00000177602/ENSG00000122641/ENSG00000170312/ENSG00000197299/ENSG00000143452/ENSG00000136492/ENSG00000134057/ENSG00000138778/ENSG00000138346/ENSG00000213886/ENSG00000152253/ENSG00000118193/ENSG00000161888/ENSG00000134690/ENSG00000117399/ENSG00000140534/ENSG00000175305/ENSG00000171848/ENSG00000085840/ENSG00000087586/ENSG00000154920/ENSG00000011426/ENSG00000165480/ENSG00000126787/ENSG00000092853/ENSG00000101412/ENSG00000097046/ENSG00000143476/ENSG00000101447/ENSG00000181085/ENSG00000149554/ENSG00000121101/ENSG00000154839/ENSG00000051180/ENSG00000093009/ENSG00000105173/ENSG00000094804/ENSG00000188486/ENSG00000178999/ENSG00000135476/ENSG00000106462/ENSG00000138083/ENSG00000181449/ENSG00000080986/ENSG00000127564/ENSG00000112742",69
"GO:0045132","GO:0045132","meiotic chromosome segregation","21/1430","71/18842",0.295774647887324,3.89719294789717,7.00904023756085,3.61910679225682e-08,2.52865418050292e-06,2.52865418050292e-06,"ENSG00000071539/ENSG00000129810/ENSG00000121211/ENSG00000213005/ENSG00000144554/ENSG00000143228/ENSG00000122952/ENSG00000137812/ENSG00000141696/ENSG00000143452/ENSG00000196074/ENSG00000261456/ENSG00000165480/ENSG00000217442/ENSG00000181085/ENSG00000154839/ENSG00000121152/ENSG00000135476/ENSG00000164611/ENSG00000080986/ENSG00000112742",21
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","66/1430","434/18842",0.152073732718894,2.00375753278979,6.06269951262167,4.2264930758904e-08,2.91084615983823e-06,2.91084615983823e-06,"ENSG00000157456/ENSG00000175063/ENSG00000164045/ENSG00000185499/ENSG00000166851/ENSG00000071539/ENSG00000158402/ENSG00000089685/ENSG00000165304/ENSG00000205089/ENSG00000159147/ENSG00000156970/ENSG00000108106/ENSG00000164109/ENSG00000165891/ENSG00000123473/ENSG00000117724/ENSG00000174672/ENSG00000169679/ENSG00000143228/ENSG00000013810/ENSG00000122952/ENSG00000137812/ENSG00000147889/ENSG00000164362/ENSG00000111206/ENSG00000177602/ENSG00000145386/ENSG00000122641/ENSG00000170312/ENSG00000197299/ENSG00000134057/ENSG00000138778/ENSG00000213886/ENSG00000152253/ENSG00000118193/ENSG00000161888/ENSG00000134690/ENSG00000117399/ENSG00000140534/ENSG00000100526/ENSG00000175305/ENSG00000171848/ENSG00000085840/ENSG00000087586/ENSG00000011426/ENSG00000165480/ENSG00000126787/ENSG00000092853/ENSG00000101412/ENSG00000097046/ENSG00000143476/ENSG00000149554/ENSG00000121101/ENSG00000154839/ENSG00000105173/ENSG00000094804/ENSG00000162063/ENSG00000178999/ENSG00000135476/ENSG00000152669/ENSG00000105219/ENSG00000080986/ENSG00000117650/ENSG00000127564/ENSG00000112742",66
"GO:0045814","GO:0045814","negative regulation of gene expression, epigenetic","45/1430","252/18842",0.178571428571429,2.3528971028971,6.19613692689228,5.87217513439834e-08,3.98728962294851e-06,3.98728962294851e-06,"ENSG00000196866/ENSG00000276043/ENSG00000180573/ENSG00000196787/ENSG00000278677/ENSG00000196747/ENSG00000141570/ENSG00000149948/ENSG00000187516/ENSG00000104147/ENSG00000106689/ENSG00000143194/ENSG00000141582/ENSG00000203811/ENSG00000229674/ENSG00000134668/ENSG00000277775/ENSG00000287080/ENSG00000275379/ENSG00000184270/ENSG00000276903/ENSG00000274997/ENSG00000181218/ENSG00000269466/ENSG00000113368/ENSG00000197153/ENSG00000115163/ENSG00000187837/ENSG00000184260/ENSG00000274750/ENSG00000119969/ENSG00000286522/ENSG00000278828/ENSG00000170786/ENSG00000184937/ENSG00000149554/ENSG00000240498/ENSG00000273983/ENSG00000203852/ENSG00000277075/ENSG00000188486/ENSG00000173894/ENSG00000106462/ENSG00000278463/ENSG00000183598",45
"GO:0007051","GO:0007051","spindle organization","38/1430","195/18842",0.194871794871795,2.56767437690515,6.3061506934387,5.96090129661549e-08,3.99132015985879e-06,3.99132015985879e-06,"ENSG00000276043/ENSG00000166851/ENSG00000089685/ENSG00000168061/ENSG00000127423/ENSG00000161800/ENSG00000105255/ENSG00000123473/ENSG00000075702/ENSG00000143228/ENSG00000013810/ENSG00000125898/ENSG00000088325/ENSG00000137807/ENSG00000134222/ENSG00000090889/ENSG00000076382/ENSG00000237649/ENSG00000117632/ENSG00000134057/ENSG00000138778/ENSG00000261456/ENSG00000152253/ENSG00000134690/ENSG00000087586/ENSG00000165480/ENSG00000126787/ENSG00000066279/ENSG00000099812/ENSG00000181085/ENSG00000154839/ENSG00000138160/ENSG00000178999/ENSG00000163808/ENSG00000080986/ENSG00000117650/ENSG00000226650/ENSG00000112742",38
"GO:0044786","GO:0044786","cell cycle DNA replication","15/1430","40/18842",0.375,4.94108391608392,7.15054786322635,9.71383693224831e-08,6.41512436306426e-06,6.41512436306426e-06,"ENSG00000139618/ENSG00000129173/ENSG00000167513/ENSG00000159147/ENSG00000073111/ENSG00000165891/ENSG00000101003/ENSG00000168496/ENSG00000167900/ENSG00000197299/ENSG00000138346/ENSG00000097046/ENSG00000051180/ENSG00000093009/ENSG00000104738",15
"GO:0031507","GO:0031507","heterochromatin formation","41/1430","223/18842",0.183856502242152,2.42253441625639,6.12396503173524,9.8809533244734e-08,6.43730756449815e-06,6.43730756449815e-06,"ENSG00000196866/ENSG00000276043/ENSG00000180573/ENSG00000196787/ENSG00000278677/ENSG00000196747/ENSG00000141570/ENSG00000149948/ENSG00000187516/ENSG00000104147/ENSG00000143194/ENSG00000141582/ENSG00000203811/ENSG00000229674/ENSG00000134668/ENSG00000277775/ENSG00000287080/ENSG00000275379/ENSG00000184270/ENSG00000276903/ENSG00000274997/ENSG00000181218/ENSG00000269466/ENSG00000113368/ENSG00000197153/ENSG00000115163/ENSG00000187837/ENSG00000184260/ENSG00000274750/ENSG00000119969/ENSG00000286522/ENSG00000278828/ENSG00000240498/ENSG00000273983/ENSG00000203852/ENSG00000277075/ENSG00000188486/ENSG00000173894/ENSG00000106462/ENSG00000278463/ENSG00000183598",41
"GO:0045652","GO:0045652","regulation of megakaryocyte differentiation","14/1430","35/18842",0.4,5.27048951048951,7.24682182531221,1.00261978300718e-07,6.44483996517016e-06,6.44483996517016e-06,"ENSG00000278637/ENSG00000158406/ENSG00000270882/ENSG00000197238/ENSG00000197061/ENSG00000090534/ENSG00000276180/ENSG00000270276/ENSG00000273542/ENSG00000278705/ENSG00000277157/ENSG00000276966/ENSG00000197837/ENSG00000274618",14
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","33/1430","160/18842",0.20625,2.71759615384615,6.25266312285118,1.08396056535622e-07,6.87601827050304e-06,6.87601827050304e-06,"ENSG00000276043/ENSG00000166851/ENSG00000089685/ENSG00000161800/ENSG00000105255/ENSG00000123473/ENSG00000075702/ENSG00000143228/ENSG00000013810/ENSG00000125898/ENSG00000088325/ENSG00000137807/ENSG00000134222/ENSG00000090889/ENSG00000186193/ENSG00000170312/ENSG00000237649/ENSG00000117632/ENSG00000134057/ENSG00000138778/ENSG00000152253/ENSG00000115163/ENSG00000134690/ENSG00000087586/ENSG00000126787/ENSG00000099812/ENSG00000138160/ENSG00000178999/ENSG00000135476/ENSG00000163808/ENSG00000080986/ENSG00000226650/ENSG00000112742",33
"GO:0070828","GO:0070828","heterochromatin organization","42/1430","233/18842",0.180257510729614,2.37511329871845,6.05272007201674,1.22851016185371e-07,7.69174998739834e-06,7.69174998739834e-06,"ENSG00000196866/ENSG00000276043/ENSG00000180573/ENSG00000196787/ENSG00000278677/ENSG00000196747/ENSG00000141570/ENSG00000149948/ENSG00000187516/ENSG00000104147/ENSG00000143194/ENSG00000141582/ENSG00000203811/ENSG00000229674/ENSG00000134668/ENSG00000277775/ENSG00000287080/ENSG00000275379/ENSG00000184270/ENSG00000276903/ENSG00000274997/ENSG00000181218/ENSG00000170312/ENSG00000269466/ENSG00000113368/ENSG00000197153/ENSG00000115163/ENSG00000187837/ENSG00000184260/ENSG00000274750/ENSG00000119969/ENSG00000286522/ENSG00000278828/ENSG00000240498/ENSG00000273983/ENSG00000203852/ENSG00000277075/ENSG00000188486/ENSG00000173894/ENSG00000106462/ENSG00000278463/ENSG00000183598",42
"GO:1905820","GO:1905820","positive regulation of chromosome separation","13/1430","31/18842",0.419354838709677,5.52551319648094,7.22667302274402,1.48123920051571e-07,9.15519767395672e-06,9.15519767395672e-06,"ENSG00000175063/ENSG00000166851/ENSG00000089685/ENSG00000134690/ENSG00000117399/ENSG00000165480/ENSG00000126787/ENSG00000181085/ENSG00000154839/ENSG00000109805/ENSG00000121152/ENSG00000178999/ENSG00000135476",13
"GO:0007052","GO:0007052","mitotic spindle organization","29/1430","134/18842",0.216417910447761,2.85157081724246,6.16417145554121,2.15321566141963e-07,1.31400667135494e-05,1.31400667135494e-05,"ENSG00000276043/ENSG00000166851/ENSG00000089685/ENSG00000161800/ENSG00000105255/ENSG00000123473/ENSG00000075702/ENSG00000143228/ENSG00000013810/ENSG00000125898/ENSG00000088325/ENSG00000137807/ENSG00000134222/ENSG00000090889/ENSG00000237649/ENSG00000117632/ENSG00000134057/ENSG00000138778/ENSG00000152253/ENSG00000134690/ENSG00000087586/ENSG00000126787/ENSG00000099812/ENSG00000138160/ENSG00000178999/ENSG00000163808/ENSG00000080986/ENSG00000226650/ENSG00000112742",29
"GO:0044771","GO:0044771","meiotic cell cycle phase transition","9/1430","15/18842",0.6,7.90573426573427,7.6676202395126,2.68068841598544e-07,1.61544985668322e-05,1.61544985668322e-05,"ENSG00000164045/ENSG00000158402/ENSG00000122952/ENSG00000137812/ENSG00000117399/ENSG00000181085/ENSG00000080986/ENSG00000127564/ENSG00000112742",9
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","36/1430","190/18842",0.189473684210526,2.49654766286345,5.94155763674764,2.73008685041473e-07,1.62490724763573e-05,1.62490724763573e-05,"ENSG00000185499/ENSG00000166851/ENSG00000071539/ENSG00000089685/ENSG00000159147/ENSG00000156970/ENSG00000164109/ENSG00000165891/ENSG00000117724/ENSG00000169679/ENSG00000143228/ENSG00000122952/ENSG00000137812/ENSG00000177602/ENSG00000122641/ENSG00000170312/ENSG00000197299/ENSG00000134057/ENSG00000152253/ENSG00000161888/ENSG00000134690/ENSG00000117399/ENSG00000140534/ENSG00000085840/ENSG00000165480/ENSG00000092853/ENSG00000097046/ENSG00000143476/ENSG00000149554/ENSG00000121101/ENSG00000154839/ENSG00000094804/ENSG00000178999/ENSG00000080986/ENSG00000127564/ENSG00000112742",36
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","41/1430","237/18842",0.172995780590717,2.2794311174058,5.68030831868996,5.39833438614418e-07,3.17382561897574e-05,3.17382561897574e-05,"ENSG00000185499/ENSG00000166851/ENSG00000071539/ENSG00000162670/ENSG00000089685/ENSG00000159147/ENSG00000156970/ENSG00000164109/ENSG00000165891/ENSG00000144554/ENSG00000111602/ENSG00000117724/ENSG00000169679/ENSG00000143228/ENSG00000122952/ENSG00000137812/ENSG00000177602/ENSG00000122641/ENSG00000170312/ENSG00000197299/ENSG00000134057/ENSG00000152253/ENSG00000161888/ENSG00000134690/ENSG00000117399/ENSG00000140534/ENSG00000085840/ENSG00000109062/ENSG00000154920/ENSG00000165480/ENSG00000092853/ENSG00000097046/ENSG00000143476/ENSG00000149554/ENSG00000121101/ENSG00000154839/ENSG00000094804/ENSG00000178999/ENSG00000080986/ENSG00000127564/ENSG00000112742",41
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","53/1430","345/18842",0.153623188405797,2.02417350765177,5.50209520960993,6.52601131217038e-07,3.79059042602089e-05,3.79059042602089e-05,"ENSG00000175063/ENSG00000164045/ENSG00000185499/ENSG00000166851/ENSG00000071539/ENSG00000158402/ENSG00000089685/ENSG00000159147/ENSG00000156970/ENSG00000164109/ENSG00000165891/ENSG00000123473/ENSG00000117724/ENSG00000169679/ENSG00000143228/ENSG00000122952/ENSG00000137812/ENSG00000147889/ENSG00000164362/ENSG00000177602/ENSG00000122641/ENSG00000170312/ENSG00000197299/ENSG00000134057/ENSG00000138778/ENSG00000213886/ENSG00000152253/ENSG00000118193/ENSG00000161888/ENSG00000134690/ENSG00000117399/ENSG00000140534/ENSG00000175305/ENSG00000171848/ENSG00000085840/ENSG00000087586/ENSG00000011426/ENSG00000165480/ENSG00000126787/ENSG00000092853/ENSG00000101412/ENSG00000097046/ENSG00000143476/ENSG00000149554/ENSG00000121101/ENSG00000154839/ENSG00000105173/ENSG00000094804/ENSG00000178999/ENSG00000135476/ENSG00000080986/ENSG00000127564/ENSG00000112742",53
"GO:0007080","GO:0007080","mitotic metaphase chromosome alignment","19/1430","70/18842",0.271428571428571,3.5764035964036,6.1887552567029,7.06600305606351e-07,4.05538103967645e-05,4.05538103967645e-05,"ENSG00000089685/ENSG00000167513/ENSG00000121621/ENSG00000143228/ENSG00000134222/ENSG00000142945/ENSG00000170312/ENSG00000237649/ENSG00000134057/ENSG00000269466/ENSG00000138778/ENSG00000115163/ENSG00000118193/ENSG00000134690/ENSG00000165480/ENSG00000154839/ENSG00000178999/ENSG00000080986/ENSG00000112742",19
"GO:0023061","GO:0023061","signal release","62/1430","430/18842",0.144186046511628,1.89982761424622,5.40927082559521,7.24010617747279e-07,4.1064178684231e-05,4.1064178684231e-05,"ENSG00000251493/ENSG00000104321/ENSG00000129990/ENSG00000118702/ENSG00000151651/ENSG00000099985/ENSG00000170498/ENSG00000204385/ENSG00000117009/ENSG00000075461/ENSG00000167371/ENSG00000101098/ENSG00000164756/ENSG00000170743/ENSG00000127561/ENSG00000149927/ENSG00000116014/ENSG00000182759/ENSG00000176887/ENSG00000174672/ENSG00000109255/ENSG00000163623/ENSG00000106327/ENSG00000163394/ENSG00000164326/ENSG00000136573/ENSG00000118785/ENSG00000169427/ENSG00000122641/ENSG00000176406/ENSG00000121853/ENSG00000123999/ENSG00000171564/ENSG00000069764/ENSG00000177542/ENSG00000169836/ENSG00000139515/ENSG00000159224/ENSG00000067715/ENSG00000163794/ENSG00000164047/ENSG00000101438/ENSG00000108576/ENSG00000163618/ENSG00000111537/ENSG00000095752/ENSG00000124493/ENSG00000069482/ENSG00000070031/ENSG00000019505/ENSG00000145920/ENSG00000183682/ENSG00000147434/ENSG00000148408/ENSG00000151025/ENSG00000101204/ENSG00000178394/ENSG00000070985/ENSG00000135744/ENSG00000130477/ENSG00000100078/ENSG00000162009",62
"GO:0007127","GO:0007127","meiosis I","25/1430","112/18842",0.223214285714286,2.94112137862138,5.90457277398069,7.89227736684118e-07,4.42426385878388e-05,4.42426385878388e-05,"ENSG00000085999/ENSG00000139618/ENSG00000185697/ENSG00000071539/ENSG00000131747/ENSG00000129810/ENSG00000121211/ENSG00000213005/ENSG00000144554/ENSG00000122952/ENSG00000169689/ENSG00000182459/ENSG00000137812/ENSG00000111247/ENSG00000141696/ENSG00000143452/ENSG00000136492/ENSG00000196074/ENSG00000137948/ENSG00000154920/ENSG00000217442/ENSG00000197275/ENSG00000051180/ENSG00000164611/ENSG00000080986",25
